PO_ID,PO_Line_Item_ID,Order_Creation_DateTime,Acknowledgement_DateTime,Order_Quantity,Order_Volume,Order_Weight,Priority_Flag,Fulfiller_ID,Routing_Lane_ID,Fulfiller_Throughput,Fulfiller_Calendar,Total_Backlog_Ack,Current_Backlog,Relative_Queue_Position,Estimated_Processing_Rate,Days_in_Queue,Day_of_Week,Day_of_Month,Peak_Season,Demand_Surge,Recent_Shipments,Lead_Time_Trend,Lead_Time,Month,Season,On_Time_Performance,Product_Category,Geography,Carrier,Expected_Ship_Date,P50_Confidence,P90_Confidence,Reasoning_Context,Probability_On_Time,On_Time_Performance_Metric,EDD_Accuracy,P50_Calibration,P90_Calibration,Fill_Rate,Lead_Time_Stability,Vendor_Accuracy_Score
PO00524,L00524,2023-10-28 23:46:00,2023-10-29 05:46:00,313,2.19,20.5,2-day,F178,C5-G3,224,1,2828,2629,30,12.625,12,5,28,1,0,442,0.98,9,10,Summer,0.92,PC3,Region2,DHL,2023-11-07 05:46:00,9,10,Based on backlog and throughput,0.93,0.99,0.89,0.73,0.86,0.97,0.84,85
PO00525,L00525,2023-03-21 13:41:00,2023-03-21 20:41:00,36,4.4,27.36,Standard,F184,C2-G1,322,1,3635,3535,25,11.28881988,12,1,21,1,0,417,1,5,3,Winter,0.91,PC3,Region4,USPS,2023-03-26 20:41:00,5,6,Based on backlog and throughput,0.78,0.9,0.99,0.89,0.85,0.93,0.94,77
PO00526,L00526,2023-02-20 15:39:00,2023-02-23 03:39:00,173,2.15,39.69,2-day,F139,C2-G4,66,1,3546,3359,63,53.72727273,0,0,20,1,0,266,0.92,2,2,Winter,0.92,PC5,Region2,DHL,2023-02-25 03:39:00,2,3,Based on backlog and throughput,0.87,0.84,0.93,0.89,0.81,0.93,0.88,88
PO00527,L00527,2023-07-28 08:02:00,2023-07-30 13:02:00,20,2.36,27.67,Standard,F188,C3-G2,139,1,2890,2794,19,20.79136691,1,4,28,1,1,286,0.99,5,7,Winter,0.96,PC2,Region2,UPS,2023-08-04 13:02:00,5,6,Based on backlog and throughput,0.83,0.92,0.99,0.87,0.87,0.97,0.84,74
PO00528,L00528,2023-12-20 11:13:00,2023-12-20 19:13:00,321,4.95,30.84,Overnight,F174,C5-G5,190,1,2807,2697,72,14.77368421,0,2,20,0,1,394,0.93,4,12,Spring,0.92,PC3,Region2,UPS,2023-12-24 19:13:00,4,6,Based on backlog and throughput,0.71,0.9,0.96,0.75,0.95,0.93,0.92,83
PO00529,L00529,2023-08-16 14:15:00,2023-08-19 14:15:00,264,0.1,11.69,Standard,F119,C10-G5,194,1,4033,4028,92,20.78865979,7,2,16,0,1,119,0.94,8,8,Summer,0.96,PC5,Region1,USPS,2023-08-27 14:15:00,8,10,Based on backlog and throughput,0.71,0.9,1,0.87,0.84,0.99,0.83,76
PO00530,L00530,2023-07-05 03:43:00,2023-07-07 06:43:00,494,1.01,42.42,Standard,F172,C9-G2,215,0,3485,3359,8,16.20930233,4,2,5,1,1,245,1.07,5,7,Summer,0.91,PC7,Region1,FedEx,2023-07-12 06:43:00,5,7,Based on backlog and throughput,0.94,0.89,1,0.8,0.91,0.96,0.92,73
PO00531,L00531,2023-07-08 17:57:00,2023-07-11 02:57:00,400,1.98,21.72,Standard,F172,C8-G5,386,1,1022,919,95,2.647668394,7,5,8,1,1,55,1.05,9,7,Winter,0.89,PC3,Region5,UPS,2023-07-20 02:57:00,9,10,Based on backlog and throughput,0.88,0.93,0.96,0.82,0.88,0.95,0.83,99
PO00532,L00532,2023-11-27 11:03:00,2023-11-29 22:03:00,142,4.67,7.48,Standard,F146,C6-G1,127,1,2275,2129,3,17.91338583,2,0,27,1,1,37,0.89,9,11,Summer,0.9,PC1,Region3,UPS,2023-12-08 22:03:00,9,10,Based on backlog and throughput,0.85,0.91,0.99,0.87,0.85,0.93,0.88,97
PO00533,L00533,2023-07-23 08:12:00,2023-07-24 15:12:00,460,0.44,33.38,Standard,F140,C2-G3,478,0,1682,1528,67,3.518828452,12,6,23,1,0,244,1.16,3,7,Fall,0.86,PC10,Region4,USPS,2023-07-27 15:12:00,3,5,Based on backlog and throughput,0.97,0.99,0.96,0.71,0.81,0.98,0.85,90
PO00534,L00534,2023-03-04 14:05:00,2023-03-06 23:05:00,371,0.15,11.2,Standard,F154,C6-G3,311,1,664,664,86,2.135048232,11,5,4,1,1,20,1.15,13,3,Winter,0.92,PC6,Region4,USPS,2023-03-19 23:05:00,13,14,Based on backlog and throughput,0.75,0.96,1,0.77,0.83,0.96,0.81,70
PO00535,L00535,2023-12-06 06:41:00,2023-12-09 18:41:00,471,0.36,5.33,2-day,F121,C7-G1,212,1,3358,3326,81,15.83962264,6,2,6,1,0,109,1,10,12,Fall,0.87,PC3,Region4,USPS,2023-12-19 18:41:00,10,11,Based on backlog and throughput,0.77,0.85,0.96,0.86,0.92,0.92,0.89,73
PO00536,L00536,2023-11-24 19:01:00,2023-11-26 06:01:00,143,0.53,43.17,Standard,F100,C7-G5,415,1,2697,2658,17,6.498795181,7,4,24,0,0,93,0.97,6,11,Summer,0.96,PC1,Region4,UPS,2023-12-02 06:01:00,6,8,Based on backlog and throughput,0.92,0.94,0.93,0.86,0.84,0.92,0.92,99
PO00537,L00537,2023-01-26 10:15:00,2023-01-27 12:15:00,92,0.28,23.28,2-day,F140,C2-G3,63,1,2600,2569,14,41.26984127,14,3,26,1,1,393,0.95,6,1,Summer,0.91,PC1,Region3,DHL,2023-02-02 12:15:00,6,7,Based on backlog and throughput,0.92,0.84,0.98,0.87,0.82,0.95,0.82,83
PO00538,L00538,2023-03-06 18:13:00,2023-03-07 00:13:00,354,2.45,37.59,Standard,F131,C8-G2,288,0,4666,4470,9,16.20138889,5,0,6,1,1,409,1.08,4,3,Fall,0.96,PC5,Region4,UPS,2023-03-11 00:13:00,4,5,Based on backlog and throughput,0.82,0.95,0.88,0.73,0.85,0.98,0.93,92
PO00539,L00539,2023-02-05 17:13:00,2023-02-05 20:13:00,322,2.95,14.88,Overnight,F128,C2-G3,121,1,1087,1071,62,8.983471074,12,6,5,1,1,474,1.07,11,2,Summer,0.98,PC7,Region4,USPS,2023-02-16 20:13:00,11,13,Based on backlog and throughput,0.98,0.83,0.91,0.84,0.89,0.99,0.86,85
PO00540,L00540,2023-10-28 06:52:00,2023-10-30 16:52:00,288,1.43,39.46,Standard,F191,C6-G5,494,0,3736,3611,94,7.562753036,12,5,28,1,0,135,0.88,13,10,Winter,0.97,PC2,Region3,FedEx,2023-11-12 16:52:00,13,14,Based on backlog and throughput,0.97,0.89,0.93,0.73,0.91,0.97,0.81,97
PO00541,L00541,2023-04-30 10:49:00,2023-04-30 15:49:00,215,2.05,6.04,Standard,F194,C7-G5,192,1,323,316,21,1.682291667,6,6,30,1,1,230,1.07,10,4,Spring,0.98,PC6,Region5,FedEx,2023-05-10 15:49:00,10,12,Based on backlog and throughput,0.7,0.95,0.96,0.86,0.86,0.95,0.85,95
PO00542,L00542,2023-03-17 19:00:00,2023-03-18 07:00:00,447,0.55,18.12,Standard,F182,C4-G2,359,0,450,394,76,1.253481894,13,4,17,1,1,7,0.9,3,3,Spring,0.93,PC3,Region1,USPS,2023-03-21 07:00:00,3,5,Based on backlog and throughput,0.75,0.85,0.93,0.75,0.87,0.93,0.92,76
PO00543,L00543,2023-05-22 04:08:00,2023-05-25 15:08:00,342,1.75,48.91,Overnight,F155,C10-G1,332,1,2028,1987,37,6.108433735,11,0,22,1,1,443,0.81,1,5,Spring,0.87,PC7,Region4,FedEx,2023-05-26 15:08:00,1,2,Based on backlog and throughput,0.94,0.96,0.98,0.85,0.87,0.97,0.93,79
PO00544,L00544,2023-10-04 08:51:00,2023-10-06 09:51:00,51,2.66,39.8,Standard,F135,C2-G5,318,1,448,351,96,1.408805031,1,2,4,0,1,327,1.08,12,10,Summer,0.98,PC6,Region1,UPS,2023-10-18 09:51:00,12,14,Based on backlog and throughput,0.8,0.92,0.95,0.79,0.8,1,0.91,79
PO00545,L00545,2023-03-31 03:42:00,2023-04-01 11:42:00,153,3.69,25.11,Standard,F146,C9-G1,290,1,4377,4241,11,15.09310345,7,4,31,0,1,374,1.06,7,3,Winter,0.97,PC5,Region1,DHL,2023-04-08 11:42:00,7,8,Based on backlog and throughput,0.73,0.88,0.99,0.9,0.86,0.95,0.89,73
PO00546,L00546,2023-01-14 04:00:00,2023-01-15 10:00:00,186,0.12,17.32,Standard,F117,C8-G5,464,1,4832,4713,20,10.4137931,4,5,14,1,0,289,0.96,5,1,Winter,0.97,PC7,Region4,UPS,2023-01-20 10:00:00,5,6,Based on backlog and throughput,0.93,0.88,1,0.82,0.89,0.92,0.93,81
PO00547,L00547,2023-07-03 07:37:00,2023-07-06 07:37:00,63,2.39,43.67,2-day,F186,C5-G4,294,1,1117,1031,35,3.799319728,6,0,3,1,1,250,1.01,14,7,Summer,0.95,PC2,Region5,USPS,2023-07-20 07:37:00,14,15,Based on backlog and throughput,0.83,0.98,0.99,0.83,0.89,0.91,0.83,75
PO00548,L00548,2023-06-15 00:11:00,2023-06-16 11:11:00,190,1.56,27.47,Standard,F193,C10-G3,212,1,2326,2164,53,10.97169811,0,3,15,1,1,399,1.18,10,6,Winter,0.94,PC1,Region2,UPS,2023-06-26 11:11:00,10,11,Based on backlog and throughput,0.84,0.84,0.97,0.77,0.91,0.93,0.9,82
PO00549,L00549,2023-05-16 01:08:00,2023-05-18 02:08:00,125,4.28,38.04,Standard,F142,C5-G5,109,1,4967,4769,47,45.56880734,4,1,16,0,1,360,1.04,7,5,Summer,0.85,PC4,Region2,FedEx,2023-05-25 02:08:00,7,8,Based on backlog and throughput,0.75,0.93,0.92,0.85,0.9,0.96,0.81,90
PO00550,L00550,2023-08-04 16:07:00,2023-08-04 19:07:00,150,3.61,37.83,Standard,F161,C10-G5,55,1,4224,4044,75,76.8,0,4,4,0,1,396,1.06,1,8,Spring,0.95,PC4,Region4,UPS,2023-08-05 19:07:00,1,2,Based on backlog and throughput,0.89,0.93,1,0.8,0.84,0.99,0.82,70
PO00551,L00551,2023-02-02 15:28:00,2023-02-06 02:28:00,314,2.99,1.39,Standard,F159,C6-G2,246,1,2519,2466,52,10.2398374,11,3,2,1,1,86,0.83,8,2,Winter,0.86,PC10,Region3,DHL,2023-02-14 02:28:00,8,9,Based on backlog and throughput,0.86,0.98,0.97,0.7,0.84,0.93,0.81,77
PO00552,L00552,2023-07-05 16:37:00,2023-07-07 23:37:00,58,1.46,6.75,Standard,F157,C10-G5,107,0,1993,1910,8,18.62616822,12,2,5,1,1,203,0.87,3,7,Summer,0.89,PC10,Region3,FedEx,2023-07-10 23:37:00,3,4,Based on backlog and throughput,0.76,0.94,0.97,0.82,0.87,0.93,0.91,97
PO00553,L00553,2023-02-25 14:32:00,2023-02-25 23:32:00,342,4.56,33.15,2-day,F145,C8-G5,354,1,3140,3116,4,8.870056497,7,5,25,1,1,218,0.92,7,2,Winter,0.93,PC4,Region5,DHL,2023-03-04 23:32:00,7,8,Based on backlog and throughput,0.8,0.91,1,0.87,0.91,0.95,0.86,92
PO00554,L00554,2023-04-24 19:02:00,2023-04-25 03:02:00,305,0.32,8.5,Overnight,F199,C8-G4,456,1,2168,2102,27,4.754385965,14,0,24,1,1,405,1.02,12,4,Fall,0.91,PC8,Region4,DHL,2023-05-07 03:02:00,12,14,Based on backlog and throughput,0.87,0.97,0.99,0.75,0.81,0.99,0.9,85
PO00555,L00555,2023-12-04 16:19:00,2023-12-06 02:19:00,180,0.64,13.15,2-day,F139,C3-G5,266,1,1225,1036,44,4.605263158,3,0,4,0,1,479,1.11,3,12,Fall,0.85,PC9,Region3,DHL,2023-12-09 02:19:00,3,5,Based on backlog and throughput,0.97,0.96,0.96,0.74,0.94,0.94,0.91,74
PO00556,L00556,2023-08-23 20:01:00,2023-08-26 21:01:00,170,2.02,47.36,2-day,F162,C4-G3,467,1,3217,3035,40,6.888650964,3,2,23,1,0,240,0.93,14,8,Fall,0.97,PC9,Region1,UPS,2023-09-09 21:01:00,14,15,Based on backlog and throughput,0.97,0.94,0.98,0.82,0.88,0.92,0.86,98
PO00557,L00557,2023-02-01 15:54:00,2023-02-01 21:54:00,326,0.71,28.23,Standard,F170,C4-G1,75,1,4261,4088,47,56.81333333,1,2,1,1,0,410,0.94,3,2,Summer,0.97,PC7,Region4,UPS,2023-02-04 21:54:00,3,4,Based on backlog and throughput,0.78,0.81,0.98,0.86,0.85,0.92,0.83,95
PO00558,L00558,2023-07-25 13:43:00,2023-07-26 16:43:00,271,4.79,37.66,Standard,F113,C2-G1,352,1,4142,3991,94,11.76704545,4,1,25,1,1,319,0.9,10,7,Winter,0.95,PC2,Region4,UPS,2023-08-05 16:43:00,10,11,Based on backlog and throughput,0.91,0.87,0.99,0.75,0.9,0.95,0.94,95
PO00559,L00559,2023-02-25 15:45:00,2023-02-27 19:45:00,54,4.01,28.12,2-day,F122,C8-G1,54,1,4533,4488,44,83.94444444,0,5,25,1,1,257,0.9,9,2,Fall,0.93,PC5,Region2,UPS,2023-03-08 19:45:00,9,11,Based on backlog and throughput,0.92,0.92,1,0.89,0.81,0.98,0.91,76
PO00560,L00560,2023-08-16 02:57:00,2023-08-18 14:57:00,491,1.37,27.85,Standard,F182,C4-G5,69,0,2270,2249,48,32.89855072,8,2,16,1,1,108,1.18,13,8,Winter,0.98,PC1,Region2,FedEx,2023-08-31 14:57:00,13,15,Based on backlog and throughput,0.93,0.9,1,0.89,0.87,0.93,0.92,95
PO00561,L00561,2023-02-11 10:38:00,2023-02-14 21:38:00,444,2.98,5.16,Overnight,F177,C7-G4,439,1,546,408,91,1.243735763,4,5,11,0,1,255,1.05,2,2,Summer,0.87,PC6,Region4,UPS,2023-02-16 21:38:00,2,3,Based on backlog and throughput,0.87,0.86,0.98,0.74,0.87,0.95,0.83,72
PO00562,L00562,2023-03-17 02:08:00,2023-03-19 07:08:00,101,4.91,17.51,Standard,F110,C1-G3,247,1,2758,2583,85,11.1659919,5,4,17,1,0,480,0.86,14,3,Fall,0.95,PC8,Region1,FedEx,2023-04-02 07:08:00,14,15,Based on backlog and throughput,0.7,0.83,0.92,0.75,0.82,0.96,0.81,93
PO00563,L00563,2023-05-21 19:40:00,2023-05-24 23:40:00,481,4.43,14.48,Standard,F135,C6-G5,108,1,3462,3455,52,32.05555556,1,6,21,0,0,281,1.09,4,5,Fall,0.87,PC9,Region3,DHL,2023-05-28 23:40:00,4,5,Based on backlog and throughput,0.92,0.91,0.92,0.84,0.93,0.95,0.94,90
PO00564,L00564,2023-10-27 17:45:00,2023-10-28 18:45:00,264,3.04,19.84,2-day,F117,C4-G1,497,1,2818,2780,84,5.670020121,9,4,27,1,1,219,1.09,6,10,Summer,0.9,PC7,Region1,FedEx,2023-11-03 18:45:00,6,8,Based on backlog and throughput,0.73,0.85,0.92,0.89,0.92,0.92,0.89,71
PO00565,L00565,2023-06-16 12:38:00,2023-06-17 14:38:00,53,4.53,40.02,Overnight,F168,C4-G3,291,1,3583,3421,68,12.31271478,9,4,16,1,0,82,1.07,14,6,Winter,0.93,PC2,Region2,USPS,2023-07-01 14:38:00,14,15,Based on backlog and throughput,0.73,0.84,0.98,0.84,0.82,0.99,0.81,71
PO00566,L00566,2023-09-29 09:29:00,2023-09-29 11:29:00,60,4.95,18.91,Standard,F125,C5-G1,195,1,3044,2996,11,15.61025641,0,4,29,1,1,106,0.85,3,9,Fall,0.95,PC8,Region3,UPS,2023-10-02 11:29:00,3,5,Based on backlog and throughput,0.88,0.88,0.98,0.79,0.85,0.96,0.9,89
PO00567,L00567,2023-09-16 19:27:00,2023-09-16 21:27:00,492,3.74,22.86,2-day,F133,C5-G3,437,1,4476,4431,77,10.24256293,3,5,16,1,0,68,0.96,12,9,Winter,0.85,PC1,Region5,USPS,2023-09-28 21:27:00,12,14,Based on backlog and throughput,0.99,0.95,0.89,0.73,0.82,0.97,0.84,92
PO00568,L00568,2023-02-20 22:07:00,2023-02-24 05:07:00,108,0.42,20.17,Standard,F193,C9-G5,322,1,695,658,73,2.158385093,6,0,20,1,1,96,0.84,10,2,Spring,0.89,PC7,Region4,FedEx,2023-03-06 05:07:00,10,11,Based on backlog and throughput,0.77,0.89,1,0.79,0.93,0.96,0.93,99
PO00569,L00569,2023-12-02 20:56:00,2023-12-05 02:56:00,5,2.07,5.12,Standard,F180,C6-G1,298,1,2086,1951,4,7,5,5,2,0,1,211,1.13,14,12,Summer,0.93,PC4,Region2,UPS,2023-12-19 02:56:00,14,16,Based on backlog and throughput,0.89,0.84,0.94,0.82,0.85,1,0.88,79
PO00570,L00570,2023-10-10 23:55:00,2023-10-11 07:55:00,103,4.21,22.33,Standard,F109,C2-G3,63,1,2850,2797,76,45.23809524,9,1,10,1,1,285,1.06,10,10,Fall,0.92,PC1,Region3,USPS,2023-10-21 07:55:00,10,11,Based on backlog and throughput,0.79,0.82,0.99,0.77,0.87,0.95,0.87,89
PO00571,L00571,2023-04-21 13:28:00,2023-04-24 01:28:00,196,1.23,10.18,2-day,F193,C6-G4,62,1,1174,1010,73,18.93548387,0,4,21,1,1,236,1,7,4,Summer,0.94,PC5,Region2,UPS,2023-05-01 01:28:00,7,9,Based on backlog and throughput,0.96,0.89,0.9,0.8,0.85,0.94,0.84,78
PO00572,L00572,2023-04-27 13:21:00,2023-04-28 20:21:00,262,4.17,9.74,Standard,F109,C10-G5,440,1,4069,3978,77,9.247727273,0,3,27,1,0,7,0.94,7,4,Spring,0.89,PC9,Region5,FedEx,2023-05-05 20:21:00,7,9,Based on backlog and throughput,0.87,0.95,0.97,0.73,0.85,0.94,0.91,87
PO00573,L00573,2023-08-21 12:26:00,2023-08-23 19:26:00,365,0.69,5.15,Standard,F102,C1-G2,433,1,4405,4366,48,10.17321016,7,0,21,1,1,293,0.87,5,8,Summer,0.93,PC10,Region5,USPS,2023-08-28 19:26:00,5,6,Based on backlog and throughput,0.76,0.92,0.99,0.79,0.91,0.94,0.91,75
PO00574,L00574,2023-02-18 10:27:00,2023-02-20 11:27:00,480,0.33,18.16,Standard,F164,C4-G3,93,1,4321,4288,26,46.46236559,3,5,18,1,1,188,0.84,3,2,Summer,0.88,PC2,Region2,FedEx,2023-02-23 11:27:00,3,4,Based on backlog and throughput,0.78,0.84,0.98,0.72,0.91,0.93,0.9,89
PO00575,L00575,2023-06-10 21:16:00,2023-06-10 23:16:00,372,1.98,38,2-day,F180,C6-G4,424,1,4687,4592,77,11.05424528,4,5,10,1,1,80,1.19,2,6,Fall,0.88,PC4,Region1,USPS,2023-06-12 23:16:00,2,4,Based on backlog and throughput,0.83,0.88,0.99,0.71,0.88,1,0.87,75
PO00576,L00576,2023-07-11 04:43:00,2023-07-13 15:43:00,350,0.28,14.18,Standard,F103,C8-G1,448,1,3680,3602,39,8.214285714,12,1,11,1,1,107,0.88,4,7,Spring,0.93,PC9,Region1,DHL,2023-07-17 15:43:00,4,6,Based on backlog and throughput,0.74,0.96,0.93,0.87,0.9,0.99,0.82,95
PO00577,L00577,2023-08-31 02:05:00,2023-08-31 05:05:00,47,4.79,15.96,Standard,F174,C3-G4,68,1,3107,2981,92,45.69117647,6,3,31,0,0,320,0.82,14,8,Fall,0.95,PC3,Region1,DHL,2023-09-14 05:05:00,14,16,Based on backlog and throughput,0.72,0.83,1,0.74,0.88,0.93,0.83,94
PO00578,L00578,2023-02-13 02:27:00,2023-02-15 04:27:00,355,4.15,32.31,Standard,F174,C3-G4,112,1,1069,1053,58,9.544642857,7,0,13,1,1,66,1.18,13,2,Winter,0.87,PC5,Region4,DHL,2023-02-28 04:27:00,13,14,Based on backlog and throughput,0.9,0.9,0.98,0.82,0.8,0.93,0.94,79
PO00579,L00579,2023-02-19 23:47:00,2023-02-20 10:47:00,311,4.02,10.19,2-day,F151,C9-G3,288,1,680,520,19,2.361111111,14,6,19,1,1,173,1.02,4,2,Spring,0.87,PC10,Region4,DHL,2023-02-24 10:47:00,4,5,Based on backlog and throughput,0.82,0.87,0.97,0.73,0.81,0.91,0.82,97
PO00580,L00580,2023-07-10 04:35:00,2023-07-11 09:35:00,424,3.19,44.9,Standard,F198,C8-G4,468,1,2924,2750,88,6.247863248,9,0,10,1,1,345,1.12,11,7,Summer,0.93,PC7,Region5,DHL,2023-07-22 09:35:00,11,12,Based on backlog and throughput,0.91,0.82,0.98,0.75,0.86,0.99,0.94,94
PO00581,L00581,2023-01-31 18:35:00,2023-02-04 02:35:00,308,1.16,26.25,Overnight,F175,C1-G5,386,1,4101,3992,83,10.62435233,6,1,31,0,0,350,0.82,8,1,Summer,0.89,PC8,Region1,FedEx,2023-02-12 02:35:00,8,9,Based on backlog and throughput,0.73,0.81,0.97,0.77,0.91,0.94,0.89,78
PO00582,L00582,2023-10-15 10:42:00,2023-10-15 20:42:00,144,2.64,22.66,Standard,F127,C5-G5,468,1,1311,1260,77,2.801282051,1,6,15,1,1,327,1.03,8,10,Winter,0.9,PC2,Region5,DHL,2023-10-23 20:42:00,8,10,Based on backlog and throughput,0.88,0.91,0.98,0.73,0.94,0.96,0.84,78
PO00583,L00583,2023-03-04 13:22:00,2023-03-06 17:22:00,269,3.03,28.11,Standard,F104,C6-G5,452,0,329,212,77,0.7278761062,13,5,4,0,1,42,0.96,13,3,Summer,0.91,PC9,Region2,FedEx,2023-03-19 17:22:00,13,15,Based on backlog and throughput,0.83,0.8,0.96,0.71,0.8,0.99,0.94,72
PO00584,L00584,2023-12-07 13:55:00,2023-12-08 13:55:00,370,2.67,8.72,Standard,F170,C9-G1,453,1,4384,4376,58,9.677704194,14,3,7,1,0,186,1.11,5,12,Fall,0.87,PC4,Region4,DHL,2023-12-13 13:55:00,5,7,Based on backlog and throughput,0.72,0.82,0.96,0.88,0.86,0.94,0.94,81
PO00585,L00585,2023-01-27 09:38:00,2023-01-30 16:38:00,124,1.38,30.87,Standard,F133,C4-G5,149,1,3285,3253,28,22.04697987,3,4,27,1,1,301,0.82,13,1,Spring,0.85,PC3,Region2,UPS,2023-02-12 16:38:00,13,15,Based on backlog and throughput,0.86,0.87,0.97,0.7,0.83,0.98,0.9,80
PO00586,L00586,2023-06-09 11:06:00,2023-06-10 12:06:00,106,2.62,18.47,Standard,F169,C6-G3,212,1,601,414,66,2.83490566,9,4,9,1,1,199,0.96,6,6,Winter,0.97,PC6,Region4,DHL,2023-06-16 12:06:00,6,8,Based on backlog and throughput,0.72,0.81,0.91,0.71,0.92,0.94,0.84,83
PO00587,L00587,2023-10-23 16:13:00,2023-10-26 17:13:00,158,2.51,44.91,Standard,F169,C2-G2,465,1,2232,2120,10,4.8,11,0,23,1,1,380,1.12,8,10,Winter,0.95,PC9,Region3,UPS,2023-11-03 17:13:00,8,9,Based on backlog and throughput,0.94,0.88,0.99,0.86,0.93,0.97,0.87,94
PO00588,L00588,2023-03-21 21:30:00,2023-03-22 22:30:00,147,4.98,8.86,2-day,F160,C5-G1,171,1,148,0,86,0.865497076,0,1,21,1,1,418,1.01,1,3,Summer,0.95,PC3,Region3,FedEx,2023-03-23 22:30:00,1,2,Based on backlog and throughput,0.88,0.82,0.97,0.76,0.83,0.94,0.89,88
PO00589,L00589,2023-04-25 03:22:00,2023-04-25 03:22:00,145,4.5,25.6,Standard,F183,C6-G4,481,1,3666,3481,77,7.621621622,9,1,25,1,1,38,1.02,5,4,Summer,0.93,PC4,Region5,DHL,2023-04-30 03:22:00,5,7,Based on backlog and throughput,0.86,0.87,0.93,0.84,0.91,0.94,0.83,79
PO00590,L00590,2023-10-12 11:07:00,2023-10-13 13:07:00,120,2.37,30.11,Standard,F199,C9-G2,93,1,3155,3071,58,33.92473118,8,3,12,1,1,219,0.84,4,10,Winter,0.95,PC9,Region5,USPS,2023-10-17 13:07:00,4,6,Based on backlog and throughput,0.74,0.95,1,0.73,0.91,1,0.83,88
PO00591,L00591,2023-05-23 18:14:00,2023-05-25 00:14:00,319,3.15,2.15,Standard,F119,C10-G5,409,1,788,592,73,1.926650367,2,1,23,1,1,306,0.85,4,5,Fall,0.98,PC7,Region4,FedEx,2023-05-29 00:14:00,4,6,Based on backlog and throughput,0.78,0.92,0.95,0.75,0.83,0.96,0.83,74
PO00592,L00592,2023-08-08 17:49:00,2023-08-11 03:49:00,275,3.76,18.5,2-day,F146,C7-G2,457,1,486,477,97,1.06345733,11,1,8,1,0,3,1.07,11,8,Fall,0.94,PC9,Region5,DHL,2023-08-22 03:49:00,11,13,Based on backlog and throughput,0.84,0.88,0.94,0.81,0.87,0.94,0.88,91
PO00593,L00593,2023-11-15 19:43:00,2023-11-16 04:43:00,92,0.27,36.77,Standard,F150,C10-G1,366,1,1069,1064,14,2.920765027,2,2,15,1,1,120,1.07,2,11,Spring,0.89,PC8,Region3,FedEx,2023-11-18 04:43:00,2,4,Based on backlog and throughput,0.88,0.82,0.99,0.9,0.89,0.93,0.95,78
PO00594,L00594,2023-11-26 17:01:00,2023-11-28 18:01:00,58,4.49,41.11,Standard,F128,C5-G3,430,1,3560,3446,84,8.279069767,9,6,26,1,1,335,1.19,10,11,Summer,0.93,PC1,Region4,USPS,2023-12-08 18:01:00,10,12,Based on backlog and throughput,0.75,0.92,0.93,0.71,0.8,0.9,0.92,70
PO00595,L00595,2023-11-08 21:53:00,2023-11-08 22:53:00,439,4.31,16,Overnight,F198,C1-G3,194,1,1105,985,15,5.695876289,8,2,8,1,1,76,1.08,1,11,Winter,0.91,PC1,Region1,DHL,2023-11-09 22:53:00,1,3,Based on backlog and throughput,0.7,0.83,0.93,0.78,0.86,0.97,0.84,84
PO00596,L00596,2023-12-22 08:01:00,2023-12-23 18:01:00,346,2.34,40.03,Standard,F175,C7-G1,376,0,3152,3012,96,8.382978723,9,4,22,1,1,467,1,14,12,Summer,0.93,PC8,Region1,USPS,2024-01-06 18:01:00,14,16,Based on backlog and throughput,0.8,0.81,0.98,0.71,0.82,0.94,0.84,93
PO00597,L00597,2023-04-03 08:44:00,2023-04-06 20:44:00,229,2.02,48.4,Overnight,F193,C8-G2,412,1,3517,3453,33,8.536407767,2,0,3,1,1,178,1.14,6,4,Summer,0.92,PC10,Region5,DHL,2023-04-12 20:44:00,6,7,Based on backlog and throughput,0.84,0.93,0.89,0.74,0.88,0.98,0.8,99
PO00598,L00598,2023-06-08 10:22:00,2023-06-09 11:22:00,474,1.44,42.92,2-day,F137,C6-G4,99,1,2402,2383,17,24.26262626,7,3,8,1,1,132,0.84,7,6,Fall,0.97,PC5,Region3,UPS,2023-06-16 11:22:00,7,9,Based on backlog and throughput,0.75,0.97,0.92,0.88,0.93,0.94,0.92,99
PO00599,L00599,2023-01-04 05:55:00,2023-01-06 06:55:00,117,2.44,6.32,Overnight,F117,C5-G2,114,1,2383,2327,24,20.90350877,1,2,4,0,1,310,0.98,5,1,Summer,0.94,PC3,Region2,FedEx,2023-01-11 06:55:00,5,7,Based on backlog and throughput,0.84,0.89,0.93,0.72,0.88,0.94,0.93,73
PO00600,L00600,2023-03-15 18:42:00,2023-03-16 01:42:00,318,0.32,37.12,Overnight,F159,C9-G3,404,1,1707,1662,30,4.225247525,13,2,15,1,1,228,0.91,8,3,Spring,0.88,PC1,Region3,USPS,2023-03-24 01:42:00,8,9,Based on backlog and throughput,0.8,0.81,0.99,0.87,0.81,0.98,0.93,95
PO00601,L00601,2023-07-25 02:09:00,2023-07-25 04:09:00,279,4.28,16.32,Standard,F164,C3-G1,337,1,4466,4331,62,13.25222552,12,1,25,1,0,275,0.84,9,7,Fall,0.86,PC1,Region2,FedEx,2023-08-03 04:09:00,9,10,Based on backlog and throughput,0.83,0.97,0.99,0.74,0.8,0.95,0.92,76
